%t=3.000000e-09
-7.40321274e-01 -7.40086860e-01 -7.40092060e-01 -7.40333302e-01 
-4.84087017e-01 -4.80268099e-01 -4.80294497e-01 -4.84149709e-01 
-3.13898874e-01 -3.11153418e-01 -3.11165902e-01 -3.13929198e-01 
-2.25278161e-01 -2.23316294e-01 -2.23322408e-01 -2.25293161e-01 
-1.77392815e-01 -1.75761749e-01 -1.75764719e-01 -1.77400069e-01 
-1.48765233e-01 -1.47291647e-01 -1.47292883e-01 -1.48768198e-01 
-1.29905229e-01 -1.28535050e-01 -1.28535431e-01 -1.29906090e-01 
-1.16482956e-01 -1.15196248e-01 -1.15196260e-01 -1.16482917e-01 
-1.06356978e-01 -1.05142666e-01 -1.05142526e-01 -1.06356572e-01 
-9.83704486e-02 -9.72202637e-02 -9.72200463e-02 -9.83698567e-02 
-9.18449977e-02 -9.07522138e-02 -9.07519534e-02 -9.18443037e-02 
-8.63508176e-02 -8.53099755e-02 -8.53097066e-02 -8.63501063e-02 
-8.15973831e-02 -8.06041626e-02 -8.06039078e-02 -8.15967104e-02 
-7.73776008e-02 -7.64287052e-02 -7.64284602e-02 -7.73769554e-02 
-7.35370556e-02 -7.26301302e-02 -7.26298882e-02 -7.35364199e-02 
-6.99541067e-02 -6.90876692e-02 -6.90874439e-02 -6.99535152e-02 
-6.65292642e-02 -6.57026097e-02 -6.57024139e-02 -6.65287487e-02 
-6.31805377e-02 -6.23936378e-02 -6.23934530e-02 -6.31800518e-02 
-5.98396714e-02 -5.90931082e-02 -5.90929026e-02 -5.98391345e-02 
-5.64481635e-02 -5.57430817e-02 -5.57428396e-02 -5.64475364e-02 
-5.29558817e-02 -5.22939239e-02 -5.22936521e-02 -5.29551813e-02 
-4.93213162e-02 -4.87045425e-02 -4.87042635e-02 -4.93205996e-02 
-4.55118667e-02 -4.49426570e-02 -4.49424000e-02 -4.55112073e-02 
-4.15047546e-02 -4.09856989e-02 -4.09854871e-02 -4.15042106e-02 
-3.72872274e-02 -3.68210142e-02 -3.68208572e-02 -3.72868228e-02 
-3.28553659e-02 -3.24446786e-02 -3.24445665e-02 -3.28550768e-02 
-2.82141721e-02 -2.78615889e-02 -2.78614960e-02 -2.82139331e-02 
-2.33789643e-02 -2.30868634e-02 -2.30867730e-02 -2.33787328e-02 
-1.83743135e-02 -1.81447808e-02 -1.81447040e-02 -1.83741168e-02 
-1.32305686e-02 -1.30653228e-02 -1.30652833e-02 -1.32304676e-02 
-7.98194370e-03 -7.88226947e-03 -7.88226702e-03 -7.98193770e-03 
-2.66796449e-03 -2.63465144e-03 -2.63465667e-03 -2.66797810e-03 
2.66796449e-03 2.63465144e-03 2.63465667e-03 2.66797810e-03 
7.98194370e-03 7.88226947e-03 7.88226702e-03 7.98193770e-03 
1.32305686e-02 1.30653228e-02 1.30652833e-02 1.32304676e-02 
1.83743135e-02 1.81447808e-02 1.81447040e-02 1.83741168e-02 
2.33789643e-02 2.30868634e-02 2.30867730e-02 2.33787328e-02 
2.82141721e-02 2.78615889e-02 2.78614960e-02 2.82139331e-02 
3.28553659e-02 3.24446786e-02 3.24445665e-02 3.28550768e-02 
3.72872274e-02 3.68210142e-02 3.68208572e-02 3.72868228e-02 
4.15047546e-02 4.09856989e-02 4.09854871e-02 4.15042106e-02 
4.55118667e-02 4.49426570e-02 4.49424000e-02 4.55112073e-02 
4.93213162e-02 4.87045425e-02 4.87042635e-02 4.93205996e-02 
5.29558817e-02 5.22939239e-02 5.22936521e-02 5.29551813e-02 
5.64481635e-02 5.57430817e-02 5.57428396e-02 5.64475364e-02 
5.98396714e-02 5.90931082e-02 5.90929026e-02 5.98391345e-02 
6.31805377e-02 6.23936378e-02 6.23934530e-02 6.31800518e-02 
6.65292642e-02 6.57026097e-02 6.57024139e-02 6.65287487e-02 
6.99541067e-02 6.90876692e-02 6.90874439e-02 6.99535152e-02 
7.35370556e-02 7.26301302e-02 7.26298882e-02 7.35364199e-02 
7.73776008e-02 7.64287052e-02 7.64284602e-02 7.73769554e-02 
8.15973831e-02 8.06041626e-02 8.06039078e-02 8.15967104e-02 
8.63508176e-02 8.53099755e-02 8.53097066e-02 8.63501063e-02 
9.18449977e-02 9.07522138e-02 9.07519534e-02 9.18443037e-02 
9.83704486e-02 9.72202637e-02 9.72200463e-02 9.83698567e-02 
1.06356978e-01 1.05142666e-01 1.05142526e-01 1.06356572e-01 
1.16482956e-01 1.15196248e-01 1.15196260e-01 1.16482917e-01 
1.29905229e-01 1.28535050e-01 1.28535431e-01 1.29906090e-01 
1.48765233e-01 1.47291647e-01 1.47292883e-01 1.48768198e-01 
1.77392815e-01 1.75761749e-01 1.75764719e-01 1.77400069e-01 
2.25278161e-01 2.23316294e-01 2.23322408e-01 2.25293161e-01 
3.13898874e-01 3.11153418e-01 3.11165902e-01 3.13929198e-01 
4.84087017e-01 4.80268099e-01 4.80294497e-01 4.84149709e-01 
7.40321274e-01 7.40086860e-01 7.40092060e-01 7.40333302e-01 
-9.09405433e-01 -9.11212205e-01 -9.11197478e-01 -9.09370626e-01 
-7.41892025e-01 -7.41865552e-01 -7.41865878e-01 -7.41892921e-01 
-5.25967431e-01 -5.25784012e-01 -5.25788642e-01 -5.25978724e-01 
-3.68244738e-01 -3.68309996e-01 -3.68314758e-01 -3.68256658e-01 
-2.75073244e-01 -2.75262245e-01 -2.75266083e-01 -2.75082907e-01 
-2.20575288e-01 -2.20728906e-01 -2.20731344e-01 -2.20581406e-01 
-1.86591764e-01 -1.86666847e-01 -1.86668069e-01 -1.86594816e-01 
-1.63725366e-01 -1.63733557e-01 -1.63734031e-01 -1.63726542e-01 
-1.47274227e-01 -1.47236412e-01 -1.47236509e-01 -1.47274458e-01 
-1.34782220e-01 -1.34715073e-01 -1.34714992e-01 -1.34782009e-01 
-1.24878929e-01 -1.24793715e-01 -1.24793563e-01 -1.24878536e-01 
-1.16742573e-01 -1.16646586e-01 -1.16646414e-01 -1.16742132e-01 
-1.09845660e-01 -1.09743628e-01 -1.09743463e-01 -1.09845236e-01 
-1.03829156e-01 -1.03724206e-01 -1.03724051e-01 -1.03828756e-01 
-9.84357257e-02 -9.83300086e-02 -9.83298607e-02 -9.84353432e-02 
-9.34700827e-02 -9.33651487e-02 -9.33650132e-02 -9.34697309e-02 
-8.87770309e-02 -8.86740469e-02 -8.86739297e-02 -8.87767247e-02 
-8.42312120e-02 -8.41310939e-02 -8.41309871e-02 -8.42309314e-02 
-7.97298149e-02 -7.96333203e-02 -7.96332058e-02 -7.97295149e-02 
-7.51860254e-02 -7.50938171e-02 -7.50936811e-02 -7.51856722e-02 
-7.05259036e-02 -7.04385868e-02 -7.04384273e-02 -7.05254920e-02 
-6.56883304e-02 -6.56064739e-02 -6.56062994e-02 -6.56878816e-02 
-6.06250458e-02 -6.05491867e-02 -6.05490117e-02 -6.06245964e-02 
-5.53016319e-02 -5.52322742e-02 -5.52321138e-02 -5.53012194e-02 
-4.96975744e-02 -4.96351771e-02 -4.96350312e-02 -4.96971990e-02 
-4.38053057e-02 -4.37502761e-02 -4.37501238e-02 -4.38049154e-02 
-3.76302147e-02 -3.75829316e-02 -3.75827658e-02 -3.76297919e-02 
-3.11913834e-02 -3.11522105e-02 -3.11520666e-02 -3.11910169e-02 
-2.45204687e-02 -2.44897006e-02 -2.44895986e-02 -2.45202086e-02 
-1.76586720e-02 -1.76365051e-02 -1.76364107e-02 -1.76584322e-02 
-1.06541788e-02 -1.06407733e-02 -1.06406756e-02 -1.06539317e-02 
-3.56132554e-03 -3.55683366e-03 -3.55678771e-03 -3.56120964e-03 
3.56132554e-03 3.55683366e-03 3.55678771e-03 3.56120964e-03 
1.06541788e-02 1.06407733e-02 1.06406756e-02 1.06539317e-02 
1.76586720e-02 1.76365051e-02 1.76364107e-02 1.76584322e-02 
2.45204687e-02 2.44897006e-02 2.44895986e-02 2.45202086e-02 
3.11913834e-02 3.11522105e-02 3.11520666e-02 3.11910169e-02 
3.76302147e-02 3.75829316e-02 3.75827658e-02 3.76297919e-02 
4.38053057e-02 4.37502761e-02 4.37501238e-02 4.38049154e-02 
4.96975744e-02 4.96351771e-02 4.96350312e-02 4.96971990e-02 
5.53016319e-02 5.52322742e-02 5.52321138e-02 5.53012194e-02 
6.06250458e-02 6.05491867e-02 6.05490117e-02 6.06245964e-02 
6.56883304e-02 6.56064739e-02 6.56062994e-02 6.56878816e-02 
7.05259036e-02 7.04385868e-02 7.04384273e-02 7.05254920e-02 
7.51860254e-02 7.50938171e-02 7.50936811e-02 7.51856722e-02 
7.97298149e-02 7.96333203e-02 7.96332058e-02 7.97295149e-02 
8.42312120e-02 8.41310939e-02 8.41309871e-02 8.42309314e-02 
8.87770309e-02 8.86740469e-02 8.86739297e-02 8.87767247e-02 
9.34700827e-02 9.33651487e-02 9.33650132e-02 9.34697309e-02 
9.84357257e-02 9.83300086e-02 9.83298607e-02 9.84353432e-02 
1.03829156e-01 1.03724206e-01 1.03724051e-01 1.03828756e-01 
1.09845660e-01 1.09743628e-01 1.09743463e-01 1.09845236e-01 
1.16742573e-01 1.16646586e-01 1.16646414e-01 1.16742132e-01 
1.24878929e-01 1.24793715e-01 1.24793563e-01 1.24878536e-01 
1.34782220e-01 1.34715073e-01 1.34714992e-01 1.34782009e-01 
1.47274227e-01 1.47236412e-01 1.47236509e-01 1.47274458e-01 
1.63725366e-01 1.63733557e-01 1.63734031e-01 1.63726542e-01 
1.86591764e-01 1.86666847e-01 1.86668069e-01 1.86594816e-01 
2.20575288e-01 2.20728906e-01 2.20731344e-01 2.20581406e-01 
2.75073244e-01 2.75262245e-01 2.75266083e-01 2.75082907e-01 
3.68244738e-01 3.68309996e-01 3.68314758e-01 3.68256658e-01 
5.25967431e-01 5.25784012e-01 5.25788642e-01 5.25978724e-01 
7.41892025e-01 7.41865552e-01 7.41865878e-01 7.41892921e-01 
9.09405433e-01 9.11212205e-01 9.11197478e-01 9.09370626e-01 
-9.66180013e-01 -9.67069267e-01 -9.67064807e-01 -9.66169135e-01 
